GeoRefNo,ClassPr_S,ClassSc_S,MA_Zip1,PA-Strt,LndAc_S,ImpAc_S,OthAc_S,TtlVal_AsrYr,Neighborhood,LotArea,ParType,BldgNo_S,DwlgNo_S,YrBuilt,Foundation,RoofMatl,Ext1,Ext2,MasVnrType,Heating,Central Air,GLA,TtlBsmtSF,TotRmsAbvGrd,NmbrBRs,Fireplaces,PoolArea,GarageType,GarYrBlt,Cars,GarageArea,YrSold_YYYY,MoSold_MM,SalePrice,SaleType,SaleCond
528205200,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,DANBURY,108700,0,325900,434600,NRidgHt,11247,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1692,1692,7,3,1,0,Attachd,2017,3,825,2017,10,423011,NewSold,Partial
528205210,RESIDENTIAL,2-STORY 1946 & NEWER,50010,DANBURY,114500,0,343400,457900,NRidgHt,14298,Dwg&Lot,0,1,2014,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,2517,1295,10,4,1,0,Attachd,2014,3,775,2016,10,447500,WRDConv,Normal
528205220,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,95400,0,286200,381600,NRidgHt,15107,Dwg&Lot,0,1,2015,P'Conc,CompShg,VinylSd,VinylSd,No Data,GasFWA,Yes,1589,1589,7,2,0,0,Attachd,2015,3,852,2016,4,371543,NewSold,Partial
528205250,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,110200,0,330500,440700,NRidgHt,12521,Dwg&Lot,0,1,2016,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1793,1793,7,3,1,0,Attachd,2016,3,858,2017,2,433538,WRDConv,Normal
528205280,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,100700,0,302100,402800,NRidgHt,12558,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1680,1680,6,2,0,0,Attachd,2017,2,561,2018,6,479258,NewSold,Partial
528205290,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,94000,0,282100,376100,NRidgHt,12536,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1550,1550,7,3,1,0,Attachd,2017,3,840,2018,7,385000,NewSold,Partial
528205290,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,94000,0,282100,376100,NRidgHt,12536,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1550,1550,7,3,1,0,Attachd,2017,3,840,2016,7,69517,WRDConv,Alloca
528205300,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,119000,0,357100,476100,NRidgHt,13918,Dwg&Lot,0,1,2018,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1996,1996,6,3,1,0,Attachd,2018,3,835,2019,3,482500,WRDConv,Normal
528205300,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,119000,0,357100,476100,NRidgHt,13918,Dwg&Lot,0,1,2018,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1996,1996,6,3,1,0,Attachd,2018,3,835,2016,6,61373,WRDConv,Alloca
528205310,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,113200,0,339500,452700,NRidgHt,14408,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1811,1799,7,3,1,0,Attachd,2017,3,819,2019,2,485700,WRDConv,Normal
528205310,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WESTON,113200,0,339500,452700,NRidgHt,14408,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1811,1799,7,3,1,0,Attachd,2017,3,819,2016,3,75000,WRDConv,Normal
528205340,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,BALLENTINE,99400,0,298300,397700,NRidgHt,9750,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1612,1612,7,2,1,0,Attachd,2017,3,897,2018,10,394000,WRDConv,Normal
528205340,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,BALLENTINE,99400,0,298300,397700,NRidgHt,9750,Dwg&Lot,0,1,2017,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1612,1612,7,2,1,0,Attachd,2017,3,897,2016,6,43188,WRDConv,Alloca
528207020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,DANBURY,98400,0,295200,393600,NRidgHt,15979,Dwg&Lot,0,1,2015,P'Conc,CompShg,VinylSd,VinylSd,No Data,GasFWA,Yes,1887,1887,8,3,1,0,Attachd,2015,3,857,2019,3,378000,WRDConv,Normal
528207020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,DANBURY,98400,0,295200,393600,NRidgHt,15979,Dwg&Lot,0,1,2015,P'Conc,CompShg,VinylSd,VinylSd,No Data,GasFWA,Yes,1887,1887,8,3,1,0,Attachd,2015,3,857,2016,6,397000,WRDConv,Normal
528207050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,DANBURY,99000,0,297000,396000,NRidgHt,11648,Dwg&Lot,0,1,2016,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1697,1138,6,3,1,0,Attachd,2016,3,793,2017,7,395000,NewSold,Partial
528207060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,DANBURY,113100,0,339200,452300,NRidgHt,13265,Dwg&Lot,0,1,2016,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1793,1793,7,3,1,0,Attachd,2016,3,858,2017,4,433500,NewSold,Partial
528207080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MILSTEAD,106900,0,320900,427800,NRidgHt,10158,Dwg&Lot,0,1,2015,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1871,1871,8,3,1,0,Attachd,2015,3,698,2018,5,426000,WRDConv,Normal
528209020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,BALLENTINE,92100,0,276200,368300,NRidgHt,10443,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1572,1551,8,2,1,0,Attachd,2013,3,863,2016,10,365000,WRDConv,Normal
528209040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,HARRISON,80000,0,240000,320000,NRidgHt,12669,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1619,1619,8,3,1,0,Attachd,2014,3,838,2016,12,317000,WRDConv,Normal
528209110,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MILSTEAD,85100,0,255400,340500,NRidgHt,12799,Dwg&Lot,0,1,2014,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1435,1435,6,3,1,0,Attachd,2014,3,812,2016,8,347250,WRDConv,Normal
528211100,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,HARRISON,114300,0,342900,457200,NRidgHt,9360,Dwg&Lot,0,1,2014,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1836,1825,6,3,1,0,Attachd,2014,3,879,2016,6,498500,WRDConv,Normal
528211110,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,HARRISON,117200,0,351700,468900,NRidgHt,9000,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1882,1871,9,3,1,0,Attachd,2013,3,799,2018,4,480000,WRDConv,Normal
528211120,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,HARRISON,118200,0,354500,472700,NRidgHt,9000,Dwg&Lot,0,1,2015,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1942,1942,8,3,1,0,Attachd,2015,3,854,2016,7,445000,WRDConv,Normal
528218050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,CRESTMOOR,58700,0,176100,234800,Gilbert,10237,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1484,783,8,3,0,0,Attachd,2005,2,393,2017,7,220000,WRDConv,Normal
528218130,RESIDENTIAL,2-STORY 1946 & NEWER,50010,CRESTMOOR,59800,0,179500,239300,Gilbert,17104,Dwg&Lot,0,1,2006,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1496,654,7,3,1,0,Attachd,2006,2,426,2017,12,225000,WRDConv,Normal
528220040,RESIDENTIAL,2-STORY 1946 & NEWER,50010,LAUREL,53700,0,161000,214700,Gilbert,8918,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1490,745,7,3,1,0,Attachd,2005,2,392,2018,3,219500,WRDConv,Normal
528220040,RESIDENTIAL,2-STORY 1946 & NEWER,50010,LAUREL,53700,0,161000,214700,Gilbert,8918,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1490,745,7,3,1,0,Attachd,2005,2,392,2017,6,217000,WRDConv,Normal
528221070,RESIDENTIAL,2-STORY 1946 & NEWER,50010,CRESTMOOR,60100,0,180100,240200,Gilbert,11911,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1560,684,6,3,1,0,Attachd,2005,2,402,2016,3,232500,WRDConv,Normal
528221080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,CRESTMOOR,62300,0,186900,249200,Gilbert,10755,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1326,1326,6,3,0,0,Attachd,2005,2,388,2016,7,245750,WRDConv,Normal
528222020,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,59800,0,179300,239100,Gilbert,9073,Dwg&Lot,0,1,2006,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1492,738,8,3,0,0,Attachd,2006,2,440,2018,11,234000,WRDConv,Normal
528222020,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,59800,0,179300,239100,Gilbert,9073,Dwg&Lot,0,1,2006,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1492,738,8,3,0,0,Attachd,2006,2,440,2016,2,210000,WRDConv,Normal
528222030,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WELBECK,62800,0,188400,251200,Gilbert,8993,Dwg&Lot,0,1,2007,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1324,1324,6,3,1,0,Attachd,2007,2,430,2019,5,265000,WRDConv,Normal
528222040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WELBECK,56000,0,168000,224000,Gilbert,8899,Dwg&Lot,0,1,2007,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1340,1340,6,3,0,0,Attachd,2007,2,396,2016,6,227900,WRDConv,Normal
528222060,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,53900,0,161700,215600,Gilbert,8229,Dwg&Lot,0,1,2007,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1504,752,6,3,0,0,Attachd,2007,2,440,2018,11,199400,WRDConv,Normal
528222080,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,56400,0,169000,225400,Gilbert,7713,Dwg&Lot,0,1,2007,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1456,728,7,3,0,0,Attachd,2007,2,400,2019,1,229900,WRDConv,Normal
528222100,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,48400,0,145000,193400,Gilbert,9093,Dwg&Lot,0,1,2005,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1320,602,6,3,0,0,Attachd,2005,2,400,2016,8,190000,WRDConv,Normal
528228285,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,WESTWIND,56000,0,168000,224000,Blmngtn,3203,Dwg&Lot,0,1,2006,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1245,1145,6,2,0,0,Attachd,2006,2,437,2017,11,215000,WRDConv,Partial
528228325,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,LAKESIDE,66000,0,197800,263800,Blmngtn,3196,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1557,1374,7,2,1,0,Attachd,2003,2,420,2018,10,256000,WRDConv,Normal
528228345,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,WESTWIND,67000,0,201100,268100,Blmngtn,3940,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1455,1415,6,2,1,0,Attachd,2003,3,644,2017,8,257000,WRDConv,Normal
528228425,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,WESTWIND,57700,0,173200,230900,Blmngtn,3196,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1558,1375,7,2,1,0,Attachd,2004,2,398,2017,5,235000,WRDConv,Normal
528228440,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,WESTWIND,58800,0,176300,235100,Blmngtn,3182,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1269,1256,6,2,1,0,Attachd,2004,2,430,2016,6,239900,WRDConv,Normal
528228470,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,BRICKMAN,62000,0,186000,248000,Blmngtn,3182,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1249,1249,8,2,1,0,Attachd,2013,2,479,2019,4,285000,WRDConv,Normal
528228470,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,BRICKMAN,62000,0,186000,248000,Blmngtn,3182,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1249,1249,8,2,1,0,Attachd,2013,2,479,2016,6,263000,WRDConv,Normal
528228475,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,BRICKMAN,79800,0,239200,319000,Blmngtn,3922,Dwg&Lot,0,1,2014,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1643,1643,7,3,1,0,Attachd,2014,3,707,2017,9,323000,WRDConv,Normal
528228620,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,BRICKMAN,79100,0,237200,316300,Blmngtn,3583,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1619,1498,8,2,1,0,Attachd,2013,3,786,2017,4,335000,WRDConv,Normal
528231040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,WELBECK,65200,0,195600,260800,Gilbert,25804,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1326,1326,6,3,0,0,Attachd,2004,2,385,2016,11,245000,WRDConv,Normal
528235010,RESIDENTIAL,2-STORY 1946 & NEWER,50010,BRICKMAN,54700,0,164100,218800,Gilbert,7795,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1432,716,6,3,1,0,Attachd,2004,2,432,2017,9,227000,WRDConv,Normal
528235030,RESIDENTIAL,2-STORY 1946 & NEWER,50010,BRICKMAN,67800,0,203300,271100,Gilbert,7794,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1733,847,7,3,1,0,BuiltIn,2003,2,433,2017,5,250000,WRDConv,Normal
528235050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,BRICKMAN,55800,0,167400,223200,Gilbert,7861,Dwg&Lot,0,1,2002,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1509,783,7,3,1,0,Attachd,2002,2,393,2016,10,225100,WRDConv,Normal
528235100,RESIDENTIAL,2-STORY 1946 & NEWER,50010,BRICKMAN,74900,0,224700,299600,Gilbert,8896,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,No Data,GasFWA,Yes,2282,1000,8,4,2,0,BuiltIn,2003,3,640,2016,10,288400,WRDConv,Normal
528235120,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,59200,0,177700,236900,Gilbert,7415,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1593,839,8,3,1,0,Attachd,2004,2,398,2017,4,235000,WRDConv,Normal
528235200,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,WELBECK,57000,0,171100,228100,Gilbert,9434,Dwg&Lot,0,1,2004,P'Conc,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1374,384,6,3,1,0,BuiltIn,2004,2,400,2018,10,220000,WRDConv,Normal
528240010,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WESTLAWN,55000,0,165000,220000,Gilbert,8507,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1638,861,7,3,1,0,BuiltIn,2004,2,430,2016,12,101750,Other,Abnorml
528240080,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WESTLAWN,75700,0,227100,302800,Gilbert,11194,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1928,1402,7,3,1,0,Attachd,2000,2,504,2017,7,258000,WRDConv,Normal
528240100,RESIDENTIAL,2-STORY 1946 & NEWER,50010,BRICKMAN,76700,0,230300,307000,Gilbert,8007,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2248,957,9,4,1,0,BuiltIn,2003,2,405,2018,5,307500,WRDConv,Normal
528250010,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,HYDE,51900,0,155800,207700,Gilbert,11950,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,No Data,GasFWA,Yes,1394,384,7,3,1,0,BuiltIn,2003,2,400,2019,3,218000,WRDConv,Normal
528250050,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,HYDE,50300,0,150900,201200,Gilbert,7875,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1374,384,6,3,1,0,BuiltIn,2003,2,400,2016,6,215700,WRDConv,Normal
528250060,RESIDENTIAL,2-STORY 1946 & NEWER,50010,HYDE,57300,0,171900,229200,Gilbert,7875,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1509,783,8,3,1,0,Attachd,2003,2,393,2017,5,235500,WRDConv,Normal
528250070,RESIDENTIAL,2-STORY 1946 & NEWER,50010,HYDE,59800,0,179300,239100,Gilbert,7875,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1948,847,8,4,1,0,BuiltIn,2003,2,434,2019,4,265488,WRDConv,Normal
528250080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STONE BROOKE,75900,0,227800,303700,Gilbert,11933,Dwg&Lot,0,1,1999,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1679,1679,6,3,1,0,Attachd,1999,2,461,2018,1,271000,WRDConv,Abnorml
528250170,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WESTLAWN,69400,0,208300,277700,Gilbert,13569,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1938,847,8,4,1,0,BuiltIn,2004,2,438,2018,5,290000,WRDConv,Normal
528251060,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,HARRISON,82000,0,245900,327900,NRidgHt,6512,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1662,1662,7,2,1,0,Attachd,2013,2,575,2016,9,323500,WRDConv,Normal
528257050,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,ROXBORO,79600,0,238800,318400,NRidgHt,6494,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1469,1469,7,2,1,0,Attachd,2013,2,500,2019,1,337000,WRDConv,Normal
528257050,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,ROXBORO,79600,0,238800,318400,NRidgHt,6494,Dwg&Lot,0,1,2013,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1469,1469,7,2,1,0,Attachd,2013,2,500,2016,12,312000,WRDConv,Normal
528257070,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010,ROXBORO,78200,0,234400,312600,NRidgHt,6494,Dwg&Lot,0,1,2013,P'Conc,CompShg,CemntBd,VinylSd,Stone,GasFWA,Yes,1393,1382,6,1,1,0,Attachd,2013,2,517,2019,2,330000,WRDConv,Normal
528315060,RESIDENTIAL,2-1/2 STORY ALL AGES,50014,BAYBERRY,76800,0,230400,307200,NoRidge,9660,Dwg&Lot,0,1,1997,P'Conc,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,2199,1173,9,3,1,0,Attachd,1997,2,516,2018,3,321000,WRDConv,Normal
528315080,RESIDENTIAL,2-STORY 1946 & NEWER,50014,BAYBERRY,80300,0,240800,321100,NoRidge,9545,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2234,1160,7,3,1,0,BuiltIn,2000,3,768,2018,7,345000,WRDConv,Normal
528380030,RESIDENTIAL,2-STORY 1946 & NEWER,50014,ASPEN,80900,0,242700,323600,NoRidge,10500,Dwg&Lot,0,1,1994,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2083,1052,9,4,1,0,Attachd,1994,3,680,2017,11,335000,WRDConv,Normal
528431060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,DALTON,80900,0,242600,323500,Somerst,10206,Dwg&Lot,0,1,2007,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1563,1563,6,3,1,0,Attachd,2007,3,758,2017,8,304000,WRDConv,Normal
528431130,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,CULLEN,79500,0,238400,317900,Somerst,12270,Dwg&Lot,0,1,2012,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1428,1428,7,2,1,0,Attachd,2012,3,780,2017,11,320000,WRDConv,Normal
528275050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WESTLAWN,64400,0,193300,257700,Gilbert,8035,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2069,997,7,3,1,0,BuiltIn,2000,2,402,2016,5,262000,WRDConv,Normal
528280150,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,WESTLAWN,53300,0,160000,213300,Gilbert,9967,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1430,384,8,3,1,0,BuiltIn,2000,2,400,2017,12,225900,WRDConv,Normal
528290020,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,53000,0,158900,211900,Gilbert,11634,Dwg&Lot,0,1,2004,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1634,868,7,3,1,0,Attachd,2004,2,433,2016,10,210000,WRDConv,Normal
528290060,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,45900,0,137600,183500,Gilbert,7750,Dwg&Lot,0,1,2003,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1320,660,6,3,0,0,Attachd,2003,2,400,2016,1,188750,WRDConv,Normal
528290120,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,63200,0,189600,252800,Gilbert,8123,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1800,982,7,3,1,0,Attachd,2000,2,463,2017,5,252000,WRDConv,Normal
528290180,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,56500,0,169400,225900,Gilbert,8433,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1514,794,7,3,1,0,Attachd,2000,2,394,2018,5,242000,WRDConv,Normal
528290200,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WELBECK,75600,0,226800,302400,Gilbert,10129,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2318,1085,8,3,1,0,BuiltIn,2000,2,402,2017,8,310000,WRDConv,Normal
528292010,RESIDENTIAL,2-STORY 1946 & NEWER,50010,GRANT,74800,0,224200,299000,Gilbert,12087,Dwg&Lot,0,1,1998,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2059,985,8,3,1,0,Attachd,1999,2,390,2018,12,287000,WRDConv,Normal
528292020,RESIDENTIAL,2-STORY 1946 & NEWER,50010,GRANT,63600,0,190600,254200,Gilbert,9505,Dwg&Lot,0,1,2001,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2035,884,8,3,1,0,BuiltIn,2001,2,434,2016,6,236000,WRDConv,Normal
528292050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,GRANT,64500,0,193400,257900,Gilbert,10797,Dwg&Lot,0,1,1999,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1891,983,8,3,1,0,Attachd,1999,2,431,2016,4,233375,WRDConv,Normal
528294090,RESIDENTIAL,2-STORY 1946 & NEWER,50010,WINDFIELD,63500,0,190600,254100,Gilbert,9420,Dwg&Lot,0,1,1999,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2035,983,8,3,1,0,BuiltIn,1999,2,400,2016,4,256000,WRDConv,Normal
528310040,RESIDENTIAL,2-STORY 1946 & NEWER,50014,BAYBERRY,105900,0,317500,423400,NoRidge,11843,Dwg&Lot,0,1,1997,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2846,1529,8,4,2,0,Attachd,1997,3,853,2017,7,465000,WRDConv,Normal
528310085,RESIDENTIAL,2-STORY 1946 & NEWER,50014,BAYBERRY,110800,0,332600,443400,NoRidge,14911,Dwg&Lot,0,1,1998,P'Conc,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,2867,1631,8,3,1,0,BuiltIn,1998,3,861,2019,5,460000,WRDConv,Normal
528322010,RESIDENTIAL,2-STORY 1946 & NEWER,50014,EVERGREEN,95800,0,287200,383000,NoRidge,12886,Dwg&Lot,0,1,1999,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2599,1393,10,4,1,0,BuiltIn,1999,3,810,2017,6,377000,WRDConv,Normal
528326070,RESIDENTIAL,2-STORY 1946 & NEWER,50014,ALMOND,99700,0,299000,398700,NoRidge,11250,Dwg&Lot,0,1,2000,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2166,1441,11,3,2,0,BuiltIn,2000,3,709,2018,5,375000,WRDConv,Normal
